"","assembly_accession","bioproject_accession","biosample_common_name","biosample_description","tax_id","organism_name","source_db","biosample_owner","biosample_host","biosample_location","biosample_isolation","biosample_ecotype","assembly_level","contig_l50","contig_n50","gaps_between_scaffolds","atgc_count","gc_percent","genome_coverage","component_sequences","contigs","organelles","scaffolds","scaffold_l50","scaffold_n50","chromosomes","sequence_length","ungapped_length","organelle_description","organelle_sequence_length","is_SO","rank1","rank2","rank3","rank4","rank5","rank6","rank7"
"1316","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1317","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1318","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1319","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1320","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1321","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1322","GCF_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","REFSEQ","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,NA,NA,114.5,2647,116650,1,2647,21,26555543,NA,2132499883,2120283832,"Mitochondrion",16388,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1323","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1324","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1325","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1326","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1327","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1328","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1329","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1330","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1331","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1332","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1333","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1334","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1335","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1336","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1337","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1338","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1339","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1340","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1341","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1342","GCA_000151865.3","PRJNA20367",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Baylor College of Medicine",NA,NA,NA,NA,"Scaffold",57665,11821,NA,2331957531,41.5,NA,554227,554227,NA,240557,6389,116287,NA,2551401796,2331978405,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1343","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1344","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1345","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1346","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1347","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1348","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1349","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1350","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1351","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1352","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1353","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1354","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1355","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1356","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1357","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1358","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1359","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1360","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1361","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1362","GCA_001922835.1","PRJNA356464",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","National Institute of Standards and Technology",NA,NA,NA,"not applicable","Scaffold",13811,44302,NA,2120283832,41,114.5,2647,116650,NA,2647,21,26555543,NA,2132499883,2120283832,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1363","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1364","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1365","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1366","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1367","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1368","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1369","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1370","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1371","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1372","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1373","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1374","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1375","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1376","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1377","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1378","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1379","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1380","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1381","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"1382","GCA_003314715.1","PRJNA476133",NA,"Tursiops truncatus","9739","Tursiops truncatus","GENBANK","Johns Hopkins University",NA,"USA: San Diego, CA, SeaWorld",NA,NA,"Scaffold",23199,30985,NA,2383130043,41.5,450,481,139544,NA,481,30,27166507,NA,2404363272,2383130043,NA,NA,TRUE,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
